,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,objective,measures_0,measures_1,threshold,chars_0,chars_1,index
0,0.0926792619608075,-0.14206531882254536,0.0022308739659909343,-0.0375367993141868,0.4446364104952309,-0.40983084774977097,0.020056421841555067,0.27217645084572617,0.5251989513043016,-0.23368056057051145,0.2088371128339346,0.09832274884086953,-0.10941662950669546,0.5688835003491706,0.37456290694735817,-0.2509202964945015,-0.2929047195494986,0.33574783442473577,0.47177479692306834,0.10468788784324862,-0.3574955183505193,0.2685155858747112,0.4387787602304031,0.2224578234874842,-0.20334252383540746,-12.120305680168787,-10.009957042388951,-9.884287583276015,-12.120305680168787,2.7517230120678704,9.960912841620143,88
1,0.0657116167403614,0.6833740129991651,-0.33239936089819855,-0.0811796449339911,0.21733952570119483,-0.3990956315283094,-0.10638703317269096,0.7069815225607121,0.498836275518283,0.02238323431186305,-0.2057149630497872,0.20041368214292204,0.20886583404256615,0.47753962294891433,0.15994000573240025,-0.35861935524577077,-0.5924379325038431,0.8,-0.22596367656923957,0.11380394582534115,-0.48738249569572,0.9697893067486674,-0.30600173481483905,-0.032069185994516185,-0.7675501844090411,-11.643538394378865,-9.05275613848751,-9.27856538184009,-11.643538394378865,0.16101947842957293,2.230251046965044,116
2,0.06758893052255747,-0.37298578735700894,-0.11629328148878995,-0.013372188340487465,0.1746166405552013,0.16673879697385757,0.6438641328339585,0.20958539118184022,-0.014795266739583701,-0.05273988388091839,0.12066634600716755,0.2299786412305403,-0.4570815590259836,-0.03047050962561606,0.8,-0.48394932769260757,0.18554555700347664,-0.34719289962759314,0.2750034538379356,0.07874594372991818,-0.5105266499211899,-0.16784442297578017,-0.7099594045289555,-1.2043839425097733,-0.6047559042981905,-11.23939448366559,-8.251092645894603,-8.883336641979325,-11.23939448366559,0.3119523545508623,0.7802096283291535,145
3,0.11256499923712487,0.22450066788207826,0.13765659058165608,0.32085034005228324,-0.10474516225714123,-0.3082212261501468,0.11217312686832628,0.29214509118106385,-0.4023458232149758,0.15274632395520493,0.13178729162444414,-0.5573704601119678,0.06728073810636281,0.15318512469757664,-0.17979269164359282,0.0775311660920856,0.5130677569246559,0.2624021637029922,-0.3218635921272664,-0.43824099919374243,-0.28847663203187024,1.0925424641273476,-0.8017051032276253,-0.4358489294257231,-0.7401052922465285,-10.568392879712796,-7.032854526114249,-9.966605263150912,-10.568392879712796,1.1600588357583888,1.2719510091732873,172
4,0.09625887513035303,-0.40193091696053296,-0.19732951643505717,-0.035461356897410416,0.13790192785393895,-0.14180320662579665,0.23137105569195535,0.38022863997208345,0.005312788723914164,-0.28676927504936234,0.2744870196084979,-0.2809980760270714,0.034129129936839656,-0.10981350145252472,0.6364496837454036,0.508487688271017,0.08762079568223383,0.09018720200203875,0.14726930058698923,-0.33007222107072565,-0.681910755748672,0.6823852598763165,-0.2852786578724421,0.21189882744548147,-0.2373879221008234,-12.505231178877011,-10.051903165192977,-4.876732845166367,-12.505231178877011,0.8872674399598299,1.7857021078589739,93
5,0.07592743851081532,0.3109527089560352,0.10318787506986124,-0.771674986475212,-0.17215383106036175,-0.8,0.024753162828995423,0.5827332054836405,-0.41405891059877953,0.11732503386674784,0.09200857421359357,0.09437569229671465,-0.03507164345750331,0.7313742390182856,0.6232737205463442,-0.5621556394152715,-0.616539955959193,0.12197071184706862,0.00889439779626925,-0.4257068739198121,-0.45999535460377533,1.3242678457366799,-0.48944744396652146,1.1387658352880379,0.3991446395865326,-6.767113759973629,0.9236545591242444,-4.919382323220869,-6.767113759973629,0.320436327648768,0.7765744163274092,401
6,0.0985777404645487,0.11056166277711635,0.12784338013759344,-0.33932401501243087,0.35191397265458985,-0.35959727152728027,0.14340946239963548,0.37120172302099513,0.34980975569406303,-0.4658202352902109,0.6609560907336742,-0.05354540112909431,0.17602726207319017,0.2581070890188145,0.37036124947449245,0.11393536199884552,0.15342661289751605,0.4105740856689045,0.4468521231894431,-0.03891391219603495,-0.2727134381095284,0.5707424318173641,0.49891752419482027,-0.46948288727086995,-0.1201300917596572,-12.117344994946805,-10.003202555330606,-10.014933851815218,-12.117344994946805,2.7583751887365957,9.960553832381786,87
7,0.1531459402255934,0.3973071591192355,-0.24561977420451903,-0.8,-0.4983476021685434,-0.49498200092889577,0.022390012144541616,0.11529952545351357,0.17341693775535497,-0.05878529547414987,0.04149893790658649,0.14382267087404182,0.19119461958672357,0.31543008764159497,0.8,-0.2510459311722749,-0.8,0.6890210191887028,-0.217847077554073,-0.42162657838270284,-0.8,1.5,-0.125863446729861,0.3679131844196841,0.1557469744044723,-11.664838579841453,-9.061690927536215,-8.697500701465362,-11.664838579841453,0.5209492859839826,0.7044886893528196,117
8,0.06070762605848443,0.40254631761898985,-0.2609500693453999,-0.09087513070821976,0.0034071766751939125,-0.3954968702092424,-0.07653956931031905,0.01416464885049673,-0.5975382119890441,0.1837825253398245,0.2397039812490101,0.25585152610108447,0.5470971254135666,-0.3483582743453969,0.15844843789551388,-0.26902531420604503,0.2647401225378808,0.3773515396038725,-0.49780720102339043,-0.5223436624374719,-0.3292178296831282,0.35227745071645317,-0.4816412795820858,-0.7273381805034684,-0.009195646459291135,-7.791646012267304,-2.433566433383686,-9.19166721006509,-7.791646012267304,0.5524488727331518,2.1720565152897384,312
9,0.05,0.49074888108753123,0.06135820173099689,-0.06393711142452235,0.02247564686433328,-0.1723611235744001,-0.4017235058317341,-0.44434420214297565,-0.057487470083740506,-0.0951143289167428,-0.3371430481795178,-0.5936449579150074,-0.33772756226728395,-0.46312845081079657,0.2872044372915155,0.10496256647579394,0.006587973658035269,-0.2692874333148259,-0.23780247769156054,0.2494433252616255,0.09844470901300673,-1.0511580490189565,0.2658719306318721,0.6652306820711024,-0.5886137090481347,-12.139393535488196,-10.022593571585464,-8.933915615919798,-12.139393535488196,0.3359317887910599,1.714160388047209,89
10,0.11804705165810479,0.24138686582633173,0.1484854624015839,0.24131229946846722,-0.20752665207057913,-0.507591353566985,-0.08340737392575057,0.2525809716297935,-0.5223175219744326,0.036337072124479036,0.1978042122501975,-0.8,-0.10816030389540757,0.03806522723996476,0.024020315093156358,-0.20144848118975067,0.46702893971187287,0.26649540585334297,-0.1288976128606835,-0.2455462071873775,-0.24055579438906993,0.850881056654708,-0.8408867000215077,-0.3809243056950563,-0.5756703846350808,-13.1747560157546,-10.315729247971694,-1.7234610677960205,-13.1747560157546,0.6703275976664046,0.9775318287381654,96
11,0.09713684994617672,0.48838633757189936,-0.3993334328006693,-0.8,-0.6907893995206005,-0.8,-0.2736960604095163,0.721544006269475,0.11908498422474549,0.44685367344781024,0.28257917694369256,-0.15586826363300535,-0.07233432444216474,0.8,0.5029750264337175,-0.7641445485210712,-0.8,0.0976261034379464,0.01008293292933024,-0.26096739200072916,-0.6110968410593085,1.5,-0.5208788224969835,1.3512830211780984,0.8113028988907474,-9.47787101403004,-5.1206481881703265,-10.012351672130121,-9.47787101403004,0.8408709671154092,1.0101284217534556,227
