,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,objective,measures_0,measures_1,threshold,index
0,0.1598102504387498,-0.19125863462686543,0.7942779153585435,0.34327204972505565,-0.7536879897117615,-0.23664374202489857,0.16863146424293518,-0.3088698834180832,-0.744899007678032,0.28023730665445323,0.6228725567460061,0.07705718725919719,-0.5663930758833886,0.24866167157888408,0.49411144554615016,0.17468818426132204,0.39769036620855336,0.4413978353142738,-0.1049436286091805,-0.009750114381313346,0.6919665038585663,-1.086778954602778,0.31890595704317093,1.43235994130373,0.7905223472043872,-14.570198937838121,0.12919476690633072,2.457967503293792,-14.570198937838121,58
1,0.07496105507016182,-0.3165835186839104,-0.06147422790527346,-0.6384805783629418,0.5907235950231553,0.13512352257966997,0.3640767872333526,-0.0805126771330833,-0.5762753158807755,0.7771410405635835,0.46097001731395726,-0.6095384418964387,-0.7129589676856996,-0.11220988780260088,-0.5665224239230157,-0.7950918421149255,-0.16365504264831543,-0.015799027681350664,-0.3345334529876709,-0.5098242059350013,0.010503275692462899,1.1582641890272498,0.41427203826606274,-0.31137220188975334,-0.9186817137524486,-13.793687352292803,0.27763232870943705,-1.0,-13.793687352292803,140
2,0.08016907647252083,-0.5468671634793282,0.6311424285173417,-0.08613076359033589,-0.5796339377760887,0.6405200973153116,0.7128872752189637,0.5887971326708794,0.23249250352382655,0.10741864889860153,-0.1789606392383576,-0.7149549990892411,0.5560658663511278,0.3463660478591919,0.09478615820407865,0.7539107635617257,0.7028681725263597,0.2643898546695709,0.5834466323256493,-0.23140149712562563,0.39362120777368537,-0.5778719689697027,0.07597818598151207,0.5221255598589778,-0.22891619615256786,-13.629922522137795,0.3172300608217008,2.326627547460386,-13.629922522137795,170
3,0.15543854758143424,0.28400347381830215,-0.3958760127425195,0.6670306429266929,0.3567042276263237,-0.004305586218833977,-0.17145240753889093,-0.624872289597988,-0.5439471349120141,0.2889477461576462,0.8,0.03543633669614802,-0.2534697249531746,-0.49426982402801534,-0.3320157498121262,-0.34835718870162974,-0.8,-0.3703457072377206,-0.4730798915028573,0.598786272108555,-0.2614203348755836,0.8220218131318688,-0.10916933789849281,-1.0115833394229412,0.6577342059463263,-8.955548241223855,0.37892282492398194,-1.0,-8.955548241223855,196
4,0.1086259376257658,0.3317345216870309,0.4085688710212707,0.43387117981910706,0.15581628233194356,0.7247424319386482,-0.1606416299939155,-0.7056514218449593,-0.04806277304887774,0.09811829328536992,0.001257339119911216,-0.23799303770065305,0.6059871628880502,0.13004480004310603,-0.24763333499431617,0.4715918228030205,-0.6712528392672539,0.30197542458772664,-0.7937778472900391,0.48453668206930156,-0.34837924391031266,0.2937496891245246,-1.0416826670989394,0.3292883327230811,0.012542976066470146,-11.908438611093702,0.3502606914884321,3.471899194197845,-11.908438611093702,199
5,0.09559520948678256,0.6410211056470871,-0.4360784307122231,-0.5229432165622712,0.6263999462127685,0.4727125287055969,-0.4559282213449478,0.3388189658522607,0.6196850255131723,-0.5236504256725312,-0.03819298446178432,-0.5369833305478096,0.21242406517267232,-0.5919576689600945,-0.7442510053515434,-0.5492762044072151,-0.33222735524177555,-0.28675220906734467,0.091003206372261,0.7186979711055757,-0.17262225747108462,0.45698879286646843,-0.3237988706678152,-0.5922549655660987,-1.2422956516966224,-12.642860511935785,0.41710534258449894,-1.0,-12.642860511935785,224
6,0.1364412596449256,-0.6071444660425187,0.08317309468984602,0.7056814208626747,0.2145357593894004,0.28617150783538814,0.6687902107834816,0.4636888220906259,0.353975522518158,-0.20112059116363523,-0.4995779663324356,-0.11543791443109508,-0.3194111526012421,0.5721719175577165,-0.06365441977977748,0.6226755991578103,-0.4273867711424828,0.19508283585309982,0.4251986771821976,-0.6931922376155853,0.28469700515270224,1.0924399606883526,1.126256008632481,0.6094407197088003,0.43893621303141117,-14.280710238698543,0.45000477014988466,2.0740149782868182,-14.280710238698543,254
7,0.18213196992874148,0.4667617380619049,0.3188874855637551,0.02147285938262944,-0.41353311836719514,-0.7742198526859284,-0.6517914921045304,0.0733525931835175,0.45149849802255626,-0.02054595798254011,-0.2778788253664971,0.3513706862926482,0.05901741981506348,0.6534093275666237,0.6171517640352249,0.3197164684534073,0.10405602902173994,0.6623498782515527,0.27352266460657115,0.2179906278848649,-0.728280632197857,-0.2880571223795414,-0.41958847269415855,0.9625123562291265,1.207926250062883,-14.260417471513808,0.6408954142556423,-1.0,-14.260417471513808,336
8,0.16274396777153016,0.2966400653123855,-0.5885683372616768,0.6531318515539171,0.40047822147607803,-0.050124299526214555,-0.2001503080129624,-0.5587990075349808,-0.30770805925130845,-0.6887180000543595,0.7567997083067894,0.2740749329328538,-0.22255584299564368,-0.48800352513790135,-0.344927553832531,-0.32932884991168976,-0.7686545416712761,-0.4075089946389199,-0.41945735514163973,0.5403495445847513,-0.4738968595862389,0.8795386673882604,-0.0811216626316309,-1.1747305635362864,0.6913900785148144,-8.782431044966684,0.7334280940672852,-1.0,-8.782431044966684,392
9,0.24831752814352515,-0.48188684582710267,-0.7722321972250938,-0.20109713524580008,-0.026572130620479584,-0.18466343283653264,0.4732930555939674,0.7482958167791367,0.12329053282737734,-0.7042191907763482,-0.6345518574118615,0.7979160904884339,-0.17242869585752485,-0.6855737715959549,0.1970036342740059,-0.04621646404266355,0.6121072620153427,-0.5698746472597123,0.6079135432839393,-0.39345974624156954,0.4161609753966331,-1.163958851248026,1.0365604748949409,-0.9921128880232573,-0.47339145094156265,-14.170408392574632,0.9064708621146561,-1.0,-14.170408392574632,504
