,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,objective,measures_0,measures_1,threshold,chars_0,chars_1,index
0,0.20882317535579203,0.4099684461951256,0.2674482464790344,-0.34753794223070145,0.48193584233522424,0.13440025150775914,0.47532863914966583,0.7787305012345314,0.2613515108823776,-0.1764445930719376,-0.008085042238235474,-0.3578653365373612,-0.08281395286321636,0.6917026877403261,0.2946225494146346,-0.4509526520967484,0.7694648370146753,-0.6019163340330125,0.36136800944805136,0.48473133742809305,0.1693039149045944,-1.129762846045196,-1.4815471395850182,-0.5473994063213468,0.4646880626678467,-12.634298421516462,-11.015047592512417,-11.12796453784626,-12.634298421516462,0.44811830168222966,3.8271952546127803,58
1,0.1766309425234795,0.1600731194019318,0.6339213639497758,0.35957399755716324,-0.6625671207904816,0.5636554941534997,-0.7444139257073403,-0.49548346847295766,0.4258681938052178,-0.3418638736009598,-0.5999680191278458,-0.3654111355543137,-0.44824863821268085,-0.1450882241129875,-0.3762603119015694,-0.3497146040201187,-0.16827333271503453,-0.4694199860095978,0.10213143527507784,-0.07269908785820012,0.29316219687461853,0.341127198189497,0.03734167478978634,-0.9580243555828929,-0.8255633488297462,-12.635426306616612,-11.037445744476512,-10.819679107049323,-12.635426306616612,0.7931495110234924,1.0843758631823568,59
2,0.10434275623410941,0.7781269699335098,-0.2679767712950707,-0.5925237119197846,0.19435534179210667,0.6385871708393098,-0.2979201331734658,-0.7679853364825249,0.5226604521274567,-0.32365857362747197,-0.003918445110321023,0.5845181211829187,-0.557084782421589,-0.24104404896497733,0.6838077872991561,0.763428021967411,-0.6333462089300156,0.5669156938791275,0.5540995731949807,0.24732123613357548,0.40813862979412074,1.0281253131106496,-0.2702106228098273,1.4326474769040942,1.3157226406037807,-12.628887180257244,-11.04875986102317,-9.575341281374099,-12.628887180257244,0.6715664469150284,0.8250413549723222,60
3,0.24770432673394682,0.7424954131245614,-0.3185448616743088,-0.2556127563118935,-0.09523684680461886,0.7329680487513544,-0.3162821725010872,0.3415499120950698,-0.6302707463502885,0.4166821047663689,0.4713147163391114,-0.6494781106710434,-0.20902366042137144,0.33515345454215995,-0.7817590549588204,0.5897508829832077,-0.47637123614549637,0.25697264522314067,-0.2661113366484642,-0.383200803399086,0.10904720872640605,0.6879976848140359,0.8782433057203889,0.19420524314045906,0.2819166211411357,-12.64844025995589,-11.00790056166812,-8.150355468714764,-12.64844025995589,0.8459513293013289,2.217278297516324,61
4,0.12029586732387543,-0.5389625906944275,-0.7158255621790887,0.4068064525723458,0.6772095620632173,0.19282237589359286,0.5507971435785295,0.24134677499532708,-0.03015196919441221,-0.6657427787780762,0.3859513804316521,0.18508796691894536,0.40689508914947514,0.20324133634567265,0.624778361618519,0.7368615716695786,-0.028523021936416648,-0.51380864828825,0.6817214801907541,-0.43814848959445957,0.2985262408852578,0.6985874315723777,-0.05130612384527922,-0.4063020357862115,-0.34299297351390123,-12.679579883341145,-11.030806736984957,-7.764623217298086,-12.679579883341145,0.7068163906526577,0.6970124474268712,62
5,0.1883811237290502,0.5474615156650544,0.7516162380576135,-0.375008399784565,0.08110039532184599,0.37576501071453094,0.2081095471978187,-0.19290789067745207,0.692746564745903,-0.11547809988260271,0.06529816687107082,0.224171406030655,0.03412987738847728,0.7111530289053918,-0.7186230450868607,0.025534836947917916,-0.19761239439249034,0.1205823212862015,-0.3223941996693611,-0.479408110678196,0.4331490650773049,-0.3106515062972903,-0.9315749164670706,-1.030741567723453,-0.6887745838612318,-13.288908245930724,-11.197700094464125,-3.1265190090872435,-13.288908245930724,0.45643415723179154,2.6475186498735126,66
6,0.13880742341279984,-0.31038868576288225,-0.49033306837081914,0.26147162616252895,-0.22445227503776555,0.5251299023628235,0.6993692874908448,-0.29841281026601796,-0.44123794287443163,-0.24141873568296435,-0.040286016464233354,-0.27258398979902265,0.7167182311415672,-0.03607250154018404,0.37264639437198643,-0.15604147613048558,-0.24783298820257194,-0.3635195225477219,0.3029629647731782,0.7956833079457284,-0.43416440635919573,-1.4350076531991363,1.1909859711304307,0.7492089858278632,1.3568922076374292,-12.198248179175419,-10.112317683373163,-11.194837420983434,-12.198248179175419,0.8494190299832854,1.421777431026659,86
7,0.15276159867644312,0.05660636276006703,0.7082064136862756,0.1987088039517403,0.44890134334564213,0.2421855702996254,0.6339056119322777,-0.6507925987243652,0.7530153274536133,0.5828614249825479,0.4946573391556741,0.44116542190313335,0.4454263985157014,-0.24752614796161654,-0.4993213012814522,0.34285930991172786,-0.40411512553691864,-0.2469956457614899,0.7468038290739061,-0.3518854290246964,-0.6664821356534958,-0.2503221658989787,1.3325115842744708,0.43516723718494177,1.4685328239575028,-12.132000136068037,-10.009795022984466,-10.73053743610507,-12.132000136068037,0.4851764534171389,1.1097286062505571,87
8,0.12075237520039082,-0.12209949493408201,-0.07724207043647768,0.6635510489344598,-0.3567519173026085,-0.5586605459451676,-0.39899705052375795,0.11632909774780276,-0.1519701465964317,0.5315313801169397,-0.5346059381961823,-0.17264614403247835,-0.6399917766451836,-0.7548608377575875,0.632694908976555,-0.2131451055407524,0.22441052943468098,-0.20031754374504096,0.7660465523600579,0.04331142902374263,-0.4204621434211731,0.5954562239348888,1.0901199029758573,1.2242106925696135,0.18949336744844913,-12.115957982968936,-10.001155998732338,-9.900710423423096,-12.115957982968936,0.9999978055485365,3.6127829966096674,88
9,0.22039325162768364,-0.7367571949958802,-0.47062053978443147,-0.5653745070099832,-0.5325895220041275,0.20858263671398158,-0.2281513661146164,0.3148731186985969,0.5694272428750993,0.7189824447035791,-0.15134925246238706,-0.0522334605455399,-0.4512416809797287,-0.7013012513518334,-0.6322958678007127,0.09640836715698242,-0.07325506061315534,0.111352051794529,0.6097493901848794,-0.21581726074218754,-0.793034739792347,0.19795065745711327,1.360062156803906,0.9730602577328682,1.209457947872579,-12.519718906036957,-10.77586088234547,-8.560489330638655,-12.519718906036957,1.3006032687858202,2.165680549189046,89
